song,bandcamp,spotify,apple_music,youtube
glue,https://georgiamarley.bandcamp.com/track/glue,https://open.spotify.com/track/3xde9RhE5MZZ1CPsGK91NJ,https://music.apple.com/au/album/glue/1505991360?i=1505991363,https://www.youtube.com/watch?v=_w1gmU9B8qg
